311, 1013, 2710, 1109
312, 1027, 2721, 1063
313, 989, 2716, 1027
314, 966, 2725, 994
315, 965, 2746, 967
316, 949, 2739, 962
317, 904, 2749, 953
318, 900, 2744, 941
319, 871, 2733, 920
320, 841, 2754, 911
321, 842, 2764, 915
322, 840, 2798, 911
323, 825, 2798, 905
324, 819, 2782, 889
325, 780, 2785, 893
326, 773, 2758, 901
327, 755, 2772, 886
328, 754, 2775, 879
329, 743, 2777, 869
330, 736, 2776, 867
331, 724, 2740, 863
332, 720, 2729, 857
333, 714, 2715, 846
334, 675, 2697, 837
335, 698, 2698, 827
336, 727, 2713, 818
337, 723, 2704, 825
338, 722, 2707, 837
339, 724, 2650, 832
340, 721, 2620, 829
341, 717, 2578, 828
342, 715, 2536, 831
343, 704, 2525, 825
344, 716, 2486, 811
345, 728, 2453, 797
346, 712, 2435, 788
347, 743, 2450, 771
348, 748, 2438, 762
349, 750, 2422, 738
350, 752, 2407, 725
351, 739, 2397, 719
352, 755, 2378, 716
353, 762, 2362, 712
354, 754, 2356, 698
355, 744, 2364, 687
356, 754, 2389, 669
357, 761, 2402, 654
358, 743, 2396, 649
359, 744, 2389, 649
360, 752, 2387, 636
361, 736, 2405, 639
362, 732, 2395, 633
363, 750, 2394, 631
364, 735, 2387, 635
365, 734, 2380, 653
366, 735, 2377, 657
367, 749, 2368, 673
368, 765, 2345, 675
369, 772, 2337, 670
370, 778, 2333, 674
371, 784, 2306, 677
372, 761, 2302, 690
373, 749, 2295, 699
374, 759, 2293, 701
375, 753, 2293, 709
376, 776, 2275, 723
377, 782, 2266, 725
378, 777, 2261, 713
379, 782, 2258, 702
380, 769, 2260, 692
381, 780, 2241, 684
382, 785, 2235, 686
383, 772, 2225, 681
384, 792, 2248, 681
385, 791, 2268, 680
386, 800, 2255, 676
387, 803, 2242, 673
388, 789, 2242, 671
389, 781, 2261, 672
390, 766, 2295, 674
391, 766, 2305, 655
392, 747, 2317, 651
393, 759, 2323, 637
394, 767, 2336, 618
395, 755, 2337, 613
396, 773, 2339, 599
397, 775, 2345, 579
398, 760, 2373, 561
399, 761, 2357, 547
400, 755, 2348, 527
401, 751, 2364, 502
402, 734, 2381, 486
403, 707, 2402, 484
404, 717, 2428, 474
405, 713, 2442, 473
406, 693, 2452, 456
407, 675, 2456, 459
408, 686, 2477, 451
409, 694, 2486, 447
410, 692, 2490, 453
411, 685, 2517, 456
412, 690, 2519, 463
413, 676, 2514, 466
414, 683, 2500, 465
415, 701, 2481, 460
416, 707, 2489, 440
417, 695, 2511, 433
418, 695, 2521, 428
419, 684, 2519, 419
420, 701, 2503, 417
421, 681, 2506, 425
422, 679, 2507, 417
423, 664, 2488, 404
424, 661, 2476, 402
425, 688, 2462, 394
426, 690, 2476, 386
427, 682, 2467, 379
428, 695, 2449, 379
429, 694, 2450, 375
430, 699, 2412, 366
431, 732, 2407, 360
432, 725, 2405, 347
433, 722, 2397, 342
434, 714, 2399, 337
435, 702, 2387, 336
436, 709, 2356, 327
437, 701, 2341, 318
438, 709, 2328, 321
439, 713, 2315, 321
440, 725, 2328, 310
441, 722, 2329, 304
442, 734, 2312, 296
443, 737, 2308, 293
444, 726, 2327, 295
445, 752, 2346, 295
446, 747, 2330, 285
447, 743, 2358, 279
448, 734, 2400, 280
449, 739, 2404, 278
450, 751, 2424, 277
451, 734, 2417, 279
452, 741, 2414, 274
453, 721, 2426, 273
454, 678, 2447, 270
455, 678, 2459, 269
456, 699, 2474, 269
457, 724, 2470, 267
458, 721, 2491, 269
459, 726, 2496, 270
460, 717, 2493, 273
461, 705, 2526, 265
462, 732, 2533, 262
463, 707, 2535, 262
464, 711, 2525, 259
465, 688, 2514, 261
466, 692, 2513, 261
467, 695, 2522, 262
468, 692, 2522, 261
469, 667, 2519, 261
470, 665, 2514, 259
471, 663, 2516, 258
472, 672, 2509, 260
473, 670, 2542, 262
474, 688, 2545, 265
475, 689, 2553, 264
476, 685, 2546, 261
477, 683, 2551, 256
478, 672, 2561, 253
479, 659, 2580, 251
480, 658, 2555, 249
481, 648, 2563, 250
482, 653, 2574, 246
483, 658, 2556, 241
484, 672, 2544, 245
485, 662, 2544, 248
486, 657, 2558, 246
487, 666, 2571, 249
488, 671, 2580, 246
489, 643, 2570, 249
490, 637, 2561, 257
491, 652, 2550, 258
492, 649, 2558, 265
493, 656, 2530, 269
494, 664, 2538, 264
495, 663, 2526, 265
496, 649, 2513, 265
497, 662, 2470, 263
498, 682, 2450, 258
499, 697, 2436, 257
500, 700, 2430, 252
501, 719, 2433, 245
502, 721, 2418, 245
503, 731, 2412, 243
504, 710, 2406, 243
505, 701, 2400, 246
506, 686, 2414, 254
507, 685, 2421, 258
508, 694, 2399, 264
509, 722, 2395, 270
510, 719, 2392, 270
511, 705, 2420, 271
512, 687, 2426, 274
513, 697, 2433, 275
514, 687, 2449, 276
515, 699, 2451, 272
516, 696, 2464, 278
517, 694, 2482, 278
518, 685, 2488, 276
519, 701, 2494, 277
520, 685, 2484, 278
521, 708, 2485, 277
522, 707, 2498, 275
523, 706, 2501, 278
524, 706, 2482, 275
525, 723, 2486, 271
526, 704, 2506, 265
527, 691, 2521, 261
528, 699, 2523, 254
529, 699, 2513, 252
530, 679, 2511, 246
531, 695, 2482, 238
532, 669, 2479, 235
533, 663, 2495, 239
534, 669, 2488, 234
535, 666, 2502, 232
536, 685, 2499, 228
537, 704, 2506, 226
538, 696, 2507, 230
539, 694, 2498, 233
540, 685, 2528, 234
541, 691, 2539, 236
542, 689, 2545, 236
543, 684, 2549, 236
544, 681, 2545, 238
545, 703, 2518, 238
546, 692, 2496, 245
547, 687, 2484, 248
548, 686, 2471, 252
549, 666, 2450, 261
550, 691, 2456, 262
551, 686, 2457, 259
552, 707, 2460, 264
553, 706, 2433, 270
554, 699, 2427, 276
555, 682, 2389, 284
556, 693, 2374, 285
557, 682, 2367, 289
558, 691, 2377, 287
559, 702, 2368, 290
560, 700, 2374, 292
561, 700, 2404, 293
562, 709, 2434, 293
563, 727, 2462, 284
564, 697, 2472, 280
565, 674, 2481, 283
566, 672, 2516, 286
567, 687, 2517, 294
568, 685, 2555, 300
569, 677, 2555, 302
570, 672, 2553, 305
571, 661, 2545, 312
572, 651, 2538, 309
573, 676, 2537, 312
574, 667, 2530, 315
575, 675, 2532, 320
576, 669, 2522, 321
577, 676, 2511, 318
578, 672, 2518, 319
579, 667, 2514, 318
580, 663, 2504, 323
581, 689, 2509, 322
582, 700, 2508, 323
583, 688, 2506, 325
584, 694, 2495, 332
585, 704, 2485, 340
586, 713, 2485, 346
587, 734, 2479, 349
588, 724, 2454, 350
589, 726, 2457, 351
590, 714, 2461, 352
591, 717, 2473, 356
592, 717, 2483, 358
593, 731, 2482, 361
594, 725, 2484, 361
595, 718, 2464, 361
596, 728, 2446, 352
597, 726, 2445, 349
598, 721, 2433, 353
599, 726, 2424, 359
600, 728, 2406, 358
601, 716, 2381, 367
602, 721, 2371, 376
603, 708, 2355, 386
604, 715, 2347, 392
605, 729, 2327, 390
606, 742, 2333, 396
607, 732, 2329, 393
608, 754, 2301, 402
609, 751, 2309, 404
610, 752, 2297, 403
611, 753, 2334, 401
612, 756, 2347, 399
613, 757, 2355, 407
614, 754, 2369, 411
615, 751, 2403, 419
616, 733, 2432, 420
617, 729, 2430, 428
618, 730, 2433, 435
619, 717, 2457, 448
620, 736, 2472, 458
621, 718, 2461, 459
622, 717, 2450, 467
623, 711, 2433, 476
624, 700, 2433, 482
625, 694, 2432, 489
626, 704, 2443, 495
627, 714, 2457, 498
628, 725, 2468, 494
629, 725, 2455, 494
630, 721, 2437, 492
631, 702, 2448, 490
632, 713, 2436, 501
633, 721, 2440, 507
634, 709, 2419, 516
635, 730, 2424, 529
636, 719, 2422, 541
637, 738, 2411, 555
638, 739, 2389, 578
639, 721, 2369, 594
640, 755, 2333, 608
641, 753, 2331, 624
642, 746, 2330, 642
643, 752, 2311, 657
644, 733, 2303, 684
645, 751, 2289, 694
646, 739, 2304, 715
647, 750, 2291, 719
648, 771, 2280, 739
649, 784, 2272, 748
650, 797, 2257, 760
651, 780, 2226, 748
652, 773, 2230, 740
653, 795, 2195, 741
654, 785, 2185, 726
655, 797, 2192, 704
656, 802, 2180, 698
657, 803, 2156, 685
658, 826, 2121, 673
659, 843, 2104, 680
660, 822, 2101, 657
661, 811, 2122, 669
662, 835, 2124, 665
663, 822, 2137, 667
664, 824, 2136, 665
665, 831, 2121, 674
666, 830, 2130, 671
667, 831, 2124, 662
668, 833, 2104, 659
669, 837, 2125, 658
670, 813, 2118, 647
671, 792, 2144, 650
672, 798, 2167, 641
673, 807, 2159, 642
674, 817, 2188, 633
675, 813, 2191, 629
676, 827, 2217, 625
677, 830, 2242, 629
678, 835, 2255, 638
679, 797, 2257, 646
680, 787, 2263, 650
681, 789, 2280, 647
682, 783, 2309, 659
683, 780, 2322, 660
684, 772, 2347, 669
685, 756, 2364, 673
686, 774, 2390, 665
687, 762, 2429, 660
688, 773, 2438, 658
689, 741, 2444, 661
690, 731, 2448, 663
691, 740, 2448, 674
692, 743, 2439, 683
693, 757, 2456, 693
694, 759, 2441, 696
695, 745, 2440, 698
696, 734, 2460, 696
697, 714, 2465, 707
698, 731, 2467, 718
699, 730, 2471, 719
700, 720, 2457, 715
701, 716, 2453, 715
702, 700, 2443, 710
703, 696, 2455, 707
704, 721, 2465, 708
705, 715, 2472, 695
706, 695, 2450, 689
707, 698, 2435, 685
708, 706, 2429, 680
709, 712, 2415, 675
710, 715, 2416, 678
711, 717, 2398, 671
712, 711, 2349, 672
713, 725, 2329, 667
714, 713, 2271, 668
715, 719, 2253, 671
716, 723, 2259, 680
717, 723, 2240, 677
718, 741, 2207, 682
719, 759, 2183, 685
720, 770, 2167, 687
721, 790, 2183, 679
722, 795, 2164, 676
723, 801, 2159, 677
724, 822, 2156, 661
725, 806, 2183, 651
726, 812, 2204, 635
727, 808, 2195, 614
728, 814, 2201, 597
729, 801, 2198, 587
730, 793, 2206, 569
731, 783, 2210, 568
732, 784, 2216, 552
733, 762, 2233, 535
734, 776, 2251, 528
735, 769, 2250, 527
736, 784, 2244, 512
737, 783, 2238, 507
738, 766, 2251, 502
739, 754, 2255, 508
740, 737, 2271, 502
741, 736, 2300, 490
742, 735, 2337, 486
743, 726, 2357, 481
744, 719, 2392, 483
745, 734, 2398, 476
746, 726, 2418, 471
747, 721, 2439, 471
748, 718, 2448, 469
749, 712, 2468, 466
750, 711, 2490, 455
751, 708, 2480, 451
752, 706, 2473, 448
753, 701, 2451, 448
754, 717, 2462, 447
755, 716, 2448, 441
756, 717, 2445, 438
757, 701, 2424, 436
758, 718, 2431, 439
759, 703, 2423, 449
760, 694, 2418, 453
761, 698, 2417, 460
762, 696, 2432, 465
763, 693, 2422, 473
764, 719, 2413, 472
765, 708, 2414, 471
766, 715, 2417, 473
767, 715, 2400, 481
768, 704, 2406, 484
769, 713, 2400, 491
770, 700, 2383, 500
771, 700, 2361, 504
772, 722, 2324, 511
773, 725, 2299, 513
774, 747, 2270, 510
775, 750, 2263, 506
776, 752, 2262, 501
777, 756, 2246, 496
778, 753, 2222, 488
779, 761, 2221, 478
780, 758, 2220, 469
781, 761, 2220, 458
782, 764, 2239, 451
783, 755, 2260, 445
784, 745, 2290, 443
785, 765, 2321, 439
786, 750, 2374, 432
787, 752, 2386, 439
788, 746, 2403, 429
789, 744, 2398, 426
790, 740, 2405, 421
791, 751, 2402, 427
792, 742, 2404, 419
793, 727, 2390, 410
794, 743, 2382, 406
795, 726, 2374, 400
796, 729, 2386, 409
797, 741, 2380, 401
798, 733, 2410, 396
799, 735, 2411, 394
800, 747, 2415, 390
801, 759, 2412, 386
802, 742, 2413, 381
803, 747, 2422, 377
804, 745, 2424, 371
805, 739, 2419, 372
806, 741, 2404, 372
807, 743, 2393, 362
808, 743, 2388, 355
809, 730, 2415, 347
810, 719, 2409, 336
811, 724, 2412, 335
812, 722, 2432, 334
813, 714, 2448, 323
814, 703, 2465, 324
815, 697, 2469, 320
816, 689, 2483, 323
817, 678, 2492, 324
818, 680, 2479, 322
819, 679, 2504, 326
820, 672, 2479, 323
821, 672, 2491, 315
822, 679, 2476, 318
823, 702, 2465, 320
824, 692, 2463, 319
825, 686, 2466, 318
826, 696, 2448, 323
827, 706, 2425, 321
828, 730, 2410, 322
829, 743, 2426, 322
830, 737, 2424, 325
831, 735, 2411, 328
832, 730, 2397, 335
833, 733, 2390, 345
834, 731, 2382, 348
835, 723, 2370, 349
836, 725, 2355, 345
837, 721, 2369, 344
838, 719, 2385, 342
839, 720, 2397, 335
840, 724, 2387, 341
841, 737, 2384, 336
842, 735, 2360, 340
843, 723, 2349, 342
844, 733, 2352, 344
845, 738, 2341, 344
846, 739, 2302, 337
847, 750, 2298, 338
848, 758, 2289, 334
849, 763, 2317, 331
850, 760, 2320, 325
851, 751, 2337, 327
852, 745, 2344, 323
853, 752, 2353, 318
854, 736, 2360, 311
855, 724, 2363, 315
856, 731, 2369, 316
857, 724, 2395, 316
858, 727, 2409, 313
859, 715, 2408, 309
860, 718, 2415, 304
861, 713, 2415, 299
862, 728, 2417, 299
863, 729, 2439, 291
864, 719, 2476, 288
865, 702, 2508, 283
866, 697, 2539, 281
867, 695, 2548, 279
868, 683, 2543, 279
869, 653, 2541, 283
870, 656, 2551, 285
871, 668, 2567, 288
872, 704, 2559, 287
873, 684, 2525, 292
874, 689, 2519, 292
875, 692, 2526, 292
876, 709, 2528, 286
877, 705, 2537, 284
878, 703, 2550, 280
879, 709, 2560, 279
880, 673, 2574, 272
881, 675, 2583, 273
882, 670, 2570, 273
883, 670, 2579, 261
884, 688, 2558, 263
885, 690, 2541, 269
886, 696, 2503, 268
887, 681, 2479, 271
888, 682, 2450, 268
889, 681, 2417, 271
890, 659, 2412, 274
891, 667, 2425, 281
892, 689, 2404, 281
893, 679, 2406, 284
894, 703, 2393, 285
895, 711, 2387, 287
896, 710, 2372, 281
897, 703, 2365, 279
898, 731, 2340, 277
899, 733, 2351, 279
900, 736, 2333, 271
901, 762, 2332, 271
902, 775, 2347, 266
903, 747, 2347, 264
904, 753, 2358, 258
905, 739, 2357, 251
906, 752, 2353, 250
907, 748, 2365, 247
908, 723, 2346, 246
909, 728, 2376, 246
910, 751, 2375, 244
911, 742, 2371, 242
912, 718, 2382, 246
913, 729, 2387, 248
914, 712, 2411, 246
915, 714, 2409, 248
916, 704, 2412, 250
917, 700, 2441, 250
918, 694, 2465, 256
919, 683, 2501, 259
920, 679, 2504, 263
921, 681, 2521, 257
922, 699, 2521, 252
923, 684, 2522, 255
924, 687, 2521, 252
925, 692, 2532, 249
926, 709, 2549, 249
927, 699, 2546, 254
928, 707, 2507, 248
929, 702, 2505, 247
930, 696, 2501, 246
931, 709, 2528, 247
932, 700, 2521, 247
933, 681, 2530, 247
934, 676, 2530, 246
935, 677, 2525, 240
936, 673, 2510, 234
937, 678, 2523, 232
938, 689, 2505, 230
939, 693, 2510, 224
940, 714, 2513, 223
941, 712, 2495, 226
942, 718, 2501, 226
943, 710, 2491, 223
944, 702, 2496, 213
945, 724, 2501, 210
946, 703, 2499, 209
947, 699, 2491, 210
948, 678, 2490, 204
949, 685, 2479, 198
950, 707, 2462, 197
951, 678, 2455, 195
952, 683, 2437, 195
953, 689, 2432, 190
954, 698, 2424, 182
955, 695, 2428, 181
956, 707, 2415, 181
957, 710, 2402, 179
958, 721, 2406, 176
959, 715, 2423, 177
960, 731, 2444, 179
961, 716, 2436, 177
962, 721, 2467, 181
963, 706, 2459, 186
964, 712, 2461, 193
965, 701, 2472, 194
966, 703, 2491, 195
967, 696, 2514, 195
968, 693, 2535, 197
969, 714, 2507, 196
970, 709, 2536, 199
971, 714, 2525, 198
972, 701, 2526, 194
973, 702, 2510, 193
974, 704, 2512, 194
975, 676, 2492, 195
976, 702, 2503, 197
977, 720, 2508, 202
978, 720, 2516, 200
979, 711, 2490, 202
980, 714, 2477, 202
981, 716, 2479, 200
982, 703, 2475, 200
983, 706, 2481, 198
984, 693, 2469, 199
985, 693, 2485, 199
986, 692, 2483, 197
987, 694, 2497, 199
988, 685, 2484, 202
989, 665, 2477, 204
990, 673, 2478, 206
991, 692, 2481, 207
992, 677, 2473, 211
993, 678, 2464, 215
994, 682, 2459, 215
995, 683, 2481, 219
996, 683, 2485, 222
997, 675, 2476, 228
998, 672, 2478, 225
999, 671, 2486, 234
1000, 678, 2483, 236
1001, 688, 2490, 244
1002, 674, 2515, 248
1003, 676, 2522, 250
1004, 674, 2534, 251
1005, 675, 2551, 253
1006, 673, 2539, 257
1007, 682, 2529, 257
1008, 683, 2546, 252
1009, 708, 2565, 253
1010, 704, 2566, 256
1011, 699, 2548, 252
1012, 716, 2521, 246
1013, 709, 2517, 248
1014, 719, 2489, 256
1015, 726, 2456, 258
1016, 712, 2443, 262
1017, 725, 2423, 268
1018, 724, 2417, 272
1019, 741, 2403, 276
1020, 745, 2422, 281
1021, 723, 2425, 286
1022, 712, 2430, 284
1023, 716, 2443, 285
1024, 711, 2475, 286
1025, 701, 2481, 282
1026, 691, 2479, 281
1027, 658, 2476, 270
1028, 684, 2491, 268
1029, 688, 2505, 271
1030, 690, 2503, 266
1031, 676, 2504, 268
1032, 697, 2493, 268
1033, 678, 2490, 271
1034, 682, 2489, 271
1035, 695, 2496, 274
1036, 702, 2486, 279
1037, 711, 2470, 281
1038, 703, 2452, 282
1039, 712, 2459, 283
1040, 716, 2444, 282
1041, 720, 2452, 285
1042, 703, 2453, 285
1043, 704, 2470, 290
1044, 691, 2473, 291
1045, 702, 2488, 299
1046, 717, 2496, 297
1047, 711, 2512, 301
1048, 683, 2547, 301
1049, 701, 2549, 306
1050, 701, 2545, 309
1051, 711, 2531, 316
1052, 691, 2496, 322
1053, 684, 2479, 324
1054, 699, 2475, 325
1055, 678, 2464, 334
1056, 665, 2450, 335
1057, 662, 2423, 342
1058, 672, 2399, 347
1059, 681, 2391, 351
1060, 689, 2381, 356
1061, 700, 2386, 352
1062, 704, 2387, 348
1063, 711, 2386, 350
1064, 705, 2394, 345
1065, 707, 2421, 344
1066, 701, 2408, 335
1067, 696, 2386, 332
1068, 707, 2416, 328
1069, 702, 2439, 321
1070, 705, 2455, 317
1071, 721, 2464, 314
1072, 732, 2470, 310
1073, 715, 2506, 310
1074, 710, 2525, 308
1075, 711, 2527, 307
1076, 697, 2529, 311
1077, 680, 2539, 314
1078, 680, 2548, 310
1079, 691, 2535, 308
1080, 687, 2532, 308
1081, 694, 2530, 302
1082, 686, 2505, 301
1083, 676, 2502, 295
1084, 679, 2489, 289
1085, 680, 2481, 290
1086, 685, 2454, 286
1087, 702, 2424, 286
1088, 679, 2405, 285
1089, 700, 2402, 288
1090, 723, 2402, 290
1091, 728, 2403, 295
1092, 731, 2403, 297
1093, 728, 2383, 301
1094, 723, 2375, 304
1095, 716, 2358, 310
1096, 713, 2372, 317
1097, 718, 2366, 317
1098, 740, 2371, 325
1099, 731, 2368, 329
1100, 733, 2409, 338
1101, 740, 2405, 345
1102, 732, 2384, 354
1103, 726, 2379, 366
1104, 731, 2394, 370
1105, 738, 2394, 379
1106, 749, 2389, 384
1107, 751, 2408, 388
1108, 739, 2402, 386
1109, 722, 2405, 392
1110, 722, 2418, 396
1111, 731, 2429, 394
1112, 728, 2421, 397
1113, 724, 2411, 399
1114, 727, 2414, 401
1115, 745, 2400, 400
1116, 755, 2376, 414
1117, 734, 2364, 416
1118, 734, 2359, 419
1119, 738, 2370, 424
1120, 727, 2373, 431
1121, 736, 2399, 436
1122, 745, 2427, 437
1123, 746, 2444, 440
1124, 726, 2464, 449
1125, 738, 2470, 457
1126, 729, 2468, 453
1127, 738, 2463, 453
