0, 3672, 203, 50
1, 3749, 206, 50
2, 3825, 208, 50
3, 3904, 213, 51
4, 3986, 220, 51
5, 4069, 228, 52
6, 4140, 234, 53
7, 4225, 243, 53
8, 4296, 251, 53
9, 4346, 262, 54
10, 4395, 274, 55
11, 4432, 290, 55
12, 4473, 306, 55
13, 4509, 321, 55
14, 4542, 348, 58
15, 4554, 376, 60
16, 4564, 409, 61
17, 4540, 437, 65
18, 4507, 468, 67
19, 4475, 507, 69
20, 4446, 556, 72
21, 4389, 598, 73
22, 4327, 651, 73
23, 4260, 718, 75
24, 4195, 798, 77
25, 4093, 897, 78
26, 3996, 1001, 78
27, 3909, 1127, 79
28, 3795, 1272, 81
29, 3688, 1440, 83
30, 3540, 1637, 84
31, 3413, 1849, 86
32, 3283, 2074, 88
33, 3129, 2321, 90
34, 2981, 2605, 91
35, 2854, 2912, 94
36, 2725, 3264, 98
37, 2574, 3618, 105
38, 2428, 3960, 109
39, 2296, 4311, 110
40, 2145, 4654, 112
41, 2013, 5008, 118
42, 1870, 5341, 123
43, 1758, 5686, 125
44, 1615, 6038, 128
45, 1459, 6329, 133
46, 1350, 6665, 136
47, 1229, 6955, 142
48, 1126, 7192, 145
49, 1022, 7448, 150
50, 922, 7667, 156
51, 832, 7876, 167
52, 762, 8032, 179
53, 678, 8155, 191
54, 605, 8258, 205
55, 520, 8357, 221
56, 496, 8379, 241
57, 434, 8428, 261
58, 418, 8474, 276
59, 390, 8492, 298
60, 372, 8438, 322
61, 358, 8298, 349
62, 345, 8159, 374
63, 337, 7977, 410
64, 335, 7827, 451
65, 333, 7603, 494
66, 324, 7348, 538
67, 329, 7108, 576
68, 351, 6894, 613
69, 362, 6628, 642
70, 373, 6290, 672
71, 382, 6034, 698
72, 396, 5769, 731
73, 388, 5498, 759
74, 410, 5236, 775
75, 421, 4968, 801
76, 443, 4765, 805
77, 435, 4510, 812
78, 440, 4308, 803
79, 452, 4153, 803
80, 471, 4026, 794
81, 497, 3850, 777
82, 504, 3719, 757
83, 513, 3598, 753
84, 525, 3512, 752
85, 542, 3399, 739
86, 538, 3353, 734
87, 570, 3313, 727
88, 554, 3267, 710
89, 568, 3194, 683
90, 576, 3134, 653
91, 575, 3089, 645
92, 588, 3078, 631
93, 603, 3042, 613
94, 624, 3040, 607
95, 636, 3035, 607
96, 642, 3008, 603
97, 644, 3014, 592
98, 653, 2994, 592
99, 682, 3000, 593
100, 695, 2994, 612
101, 702, 2983, 622
102, 705, 2978, 647
103, 725, 2959, 670
104, 727, 2962, 687
105, 732, 2953, 715
106, 736, 2948, 730
107, 745, 2942, 758
108, 730, 2944, 792
